"tweet_id","vader_sentiment_categ","manual_sentiment_categ","flag","avaliador"
"1397952467795689472",Positivo Forte,Neutra,D,noe25tih2m9hi3fa899jenetob
"1397954057009086468",Negativo Médio,Negativo Forte,D,"6q8untnl1kvbh624mo6ulgl6oo"
"1397955689197232129",Negativo Médio,Negativo Fraco,D,tnnomrt3rg656u2rst71u0umh8
"1397987923425890310",Negativo Forte,Negativo Fraco,D,u00k428m046o7mq4ipq5uhnlgq
"1397988338905268224",Positivo Fraco,Positivo Médio,D,t2fs9chk8qerqdi8i7kfr6gr1t
"1397994828051488771",Positivo Médio,Negativo Fraco,D,t2fs9chk8qerqdi8i7kfr6gr1t
"1397994828051488771",Positivo Médio,Negativo Médio,D,t7bjj9sm036osqj82ms7931pib
"1398025056245125128",Positivo Forte,Neutra,D,"6q8untnl1kvbh624mo6ulgl6oo"
"1398036411513724930",Negativo Médio,Negativo Médio,D,s457ti1vhqksns27eqpjet5l6a
"1398108522810949636",Positivo Forte,Negativo Médio,D,u00k428m046o7mq4ipq5uhnlgq
"1398299919115554828",Negativo Médio,Negativo Forte,D,"6q8untnl1kvbh624mo6ulgl6oo"
"1398313251289636874",Positivo Médio,Positivo Médio,D,tnnomrt3rg656u2rst71u0umh8
"1398400603353714692",Positivo Médio,Negativo Médio,D,tnnomrt3rg656u2rst71u0umh8
"1398420585026404356",Negativo Médio,Negativo Médio,D,oof1qva57oj5hki084b5hi7m5a
"1398623914000097283",Negativo Fraco,Neutra,D,noe25tih2m9hi3fa899jenetob
"1398623914000097283",Negativo Fraco,Positivo Fraco,D,b5gjmgsosm8audo6h8f08mm7lk
"1398623914000097283",Negativo Fraco,Negativo Fraco,D,u00k428m046o7mq4ipq5uhnlgq
"1398624102383079426",Negativo Forte,Negativo Médio,D,"6q8untnl1kvbh624mo6ulgl6oo"
"1398624102383079426",Negativo Forte,Negativo Fraco,D,oof1qva57oj5hki084b5hi7m5a
"1398628362457845765",Positivo Médio,Neutra,D,noe25tih2m9hi3fa899jenetob
"1398628362457845765",Positivo Médio,Positivo Forte,D,hifip81cfia6o7hntbg2u7vqc0
"1398628362457845765",Positivo Médio,Negativo Fraco,D,s457ti1vhqksns27eqpjet5l6a
"1398640365402570757",Positivo Médio,Positivo Forte,D,"6q8untnl1kvbh624mo6ulgl6oo"
"1398640365402570757",Positivo Médio,Positivo Médio,D,t7bjj9sm036osqj82ms7931pib
"1398654993830395906",Negativo Forte,Negativo Médio,D,noe25tih2m9hi3fa899jenetob
"1398657582496108548",Negativo Forte,Negativo Fraco,D,oof1qva57oj5hki084b5hi7m5a
"1398657582496108548",Negativo Forte,Negativo Médio,D,hifip81cfia6o7hntbg2u7vqc0
"1398664239636692998",Negativo Médio,Negativo Médio,D,tnnomrt3rg656u2rst71u0umh8
"1398664239636692998",Negativo Médio,Positivo Fraco,D,b5gjmgsosm8audo6h8f08mm7lk
"1398664239636692998",Negativo Médio,Positivo Forte,D,noe25tih2m9hi3fa899jenetob
"1398666116457766914",Positivo Forte,Positivo Fraco,D,hifip81cfia6o7hntbg2u7vqc0
"1398666116457766914",Positivo Forte,Positivo Médio,D,tnnomrt3rg656u2rst71u0umh8
"1398666120752738304",Positivo Médio,Positivo Forte,D,"6q8untnl1kvbh624mo6ulgl6oo"
"1398666120752738304",Positivo Médio,Positivo Forte,D,d9lmms0qt686ev4lmu85s3nhie
"1398672415325102085",Positivo Médio,Positivo Forte,D,hifip81cfia6o7hntbg2u7vqc0
"1398672415325102085",Positivo Médio,Negativo Forte,D,s457ti1vhqksns27eqpjet5l6a
"1398678545455538179",Positivo Fraco,Positivo Médio,D,tnnomrt3rg656u2rst71u0umh8
"1398678545455538179",Positivo Fraco,Positivo Médio,D,s457ti1vhqksns27eqpjet5l6a
"1398681500351139843",Positivo Médio,Negativo Forte,D,t7bjj9sm036osqj82ms7931pib
"1398694276159135745",Positivo Forte,Positivo Fraco,D,tnnomrt3rg656u2rst71u0umh8
"1398694276159135745",Positivo Forte,Neutra,D,hifip81cfia6o7hntbg2u7vqc0
"1398694276159135745",Positivo Forte,Positivo Fraco,D,d7gesl3gppc1drt2r90l0kksc0
"1398716636090208266",Negativo Forte,Positivo Médio,D,"6q8untnl1kvbh624mo6ulgl6oo"
"1398725553918824449",Negativo Forte,Negativo Médio,D,noe25tih2m9hi3fa899jenetob
"1398742467663564800",Positivo Fraco,Neutra,D,hifip81cfia6o7hntbg2u7vqc0
"1398742467663564800",Positivo Fraco,Neutra,D,c2ua8va222fs9lii7teqlu3s6c
"1398756025436626953",Negativo Fraco,Negativo Forte,D,t7bjj9sm036osqj82ms7931pib
"1398756025436626953",Negativo Fraco,Negativo Forte,D,t7bjj9sm036osqj82ms7931pib
"1398761257629532167",Negativo Fraco,Positivo Fraco,D,oof1qva57oj5hki084b5hi7m5a
"1398761257629532167",Negativo Fraco,Positivo Forte,D,noe25tih2m9hi3fa899jenetob
"1398779152359112709",Positivo Forte,Negativo Fraco,D,c2ua8va222fs9lii7teqlu3s6c
"1398779152359112709",Positivo Forte,Positivo Fraco,D,t2fs9chk8qerqdi8i7kfr6gr1t
"1398795403999469568",Positivo Forte,Positivo Forte,D,"6q8untnl1kvbh624mo6ulgl6oo"
"1398795403999469568",Positivo Forte,Positivo Forte,D,u00k428m046o7mq4ipq5uhnlgq
"1398795403999469568",Positivo Forte,Positivo Forte,D,d9lmms0qt686ev4lmu85s3nhie
"1398797159986782211",Negativo Fraco,Negativo Forte,D,u00k428m046o7mq4ipq5uhnlgq
"1398797159986782211",Negativo Fraco,Negativo Médio,D,b5gjmgsosm8audo6h8f08mm7lk
"1398797159986782211",Negativo Fraco,Negativo Forte,D,u00k428m046o7mq4ipq5uhnlgq
"1398820852934889473",Negativo Fraco,Negativo Fraco,D,oof1qva57oj5hki084b5hi7m5a
"1398828187270930432",Negativo Médio,Neutra,D,u00k428m046o7mq4ipq5uhnlgq
"1398832447060598788",Positivo Forte,Neutra,D,tnnomrt3rg656u2rst71u0umh8
"1398994367961042945",Positivo Forte,Neutra,D,d9lmms0qt686ev4lmu85s3nhie
"1399024332660260869",Positivo Fraco,Positivo Fraco,D,"6f66jnppmcs9rr3qn0mhbqmu8r"
"1399042035076718595",Positivo Forte,Negativo Médio,D,s457ti1vhqksns27eqpjet5l6a
"1399078532412755969",Negativo Forte,Neutra,D,"6f66jnppmcs9rr3qn0mhbqmu8r"
"1399078532412755969",Negativo Forte,Negativo Fraco,D,s457ti1vhqksns27eqpjet5l6a
"1399079984870924292",Negativo Forte,Negativo Fraco,D,u00k428m046o7mq4ipq5uhnlgq
"1399129267229835269",Positivo Médio,Positivo Médio,D,tnnomrt3rg656u2rst71u0umh8
"1399129267229835269",Positivo Médio,Neutra,D,d9lmms0qt686ev4lmu85s3nhie
"1399160766805184514",Negativo Médio,Negativo Fraco,D,tnnomrt3rg656u2rst71u0umh8
"1399160766805184514",Negativo Médio,Negativo Médio,D,hifip81cfia6o7hntbg2u7vqc0
"1399364423001817089",Positivo Forte,Negativo Fraco,D,u00k428m046o7mq4ipq5uhnlgq
"1399384819394547712",Negativo Fraco,Negativo Médio,D,d9lmms0qt686ev4lmu85s3nhie
"1399384819394547712",Negativo Fraco,Negativo Médio,D,hifip81cfia6o7hntbg2u7vqc0
"1399397772009279490",Positivo Forte,Negativo Médio,D,hifip81cfia6o7hntbg2u7vqc0
"1399397772009279490",Positivo Forte,Positivo Forte,D,d9lmms0qt686ev4lmu85s3nhie
"1399420046762512387",Negativo Fraco,Negativo Forte,D,u00k428m046o7mq4ipq5uhnlgq
"1399420046762512387",Negativo Fraco,Negativo Forte,D,u00k428m046o7mq4ipq5uhnlgq
"1399435357280739334",Positivo Médio,Neutra,D,b5gjmgsosm8audo6h8f08mm7lk
"1399453773584556038",Negativo Forte,Negativo Médio,D,d9lmms0qt686ev4lmu85s3nhie
"1399472607238438919",Negativo Fraco,Negativo Médio,D,tnnomrt3rg656u2rst71u0umh8
"1399472607238438919",Negativo Fraco,Negativo Médio,D,hifip81cfia6o7hntbg2u7vqc0
"1399480240725016576",Positivo Forte,Positivo Forte,D,noe25tih2m9hi3fa899jenetob
"1399514962305900550",Positivo Fraco,Positivo Fraco,D,u00k428m046o7mq4ipq5uhnlgq
"1399518175956451329",Negativo Médio,Negativo Fraco,D,oof1qva57oj5hki084b5hi7m5a
"1399518175956451329",Negativo Médio,Positivo Médio,D,t2fs9chk8qerqdi8i7kfr6gr1t
"1399548787455049732",Negativo Forte,Negativo Fraco,D,"6f66jnppmcs9rr3qn0mhbqmu8r"
